companyId,week_end_sunday,app_name,marketplace_install_count,marketplace_col
3968,2026-03-29,Stripe,1,marketplace_app_stripe
3982,2026-03-29,Google Calendar,1,marketplace_app_google_calendar
4152,2026-03-29,Gmail,1,marketplace_app_gmail
4152,2026-03-29,Google Calendar,1,marketplace_app_google_calendar
4152,2026-03-29,Google Sheets,1,marketplace_app_google_sheets
4152,2026-03-29,Odoo,1,marketplace_app_odoo
4471,2026-03-29,Jelou Shop,1,marketplace_app_jelou_shop
4535,2026-03-29,Stripe,1,marketplace_app_stripe
4564,2026-03-29,Google Sheets,1,marketplace_app_google_sheets
4576,2026-03-29,Gmail,1,marketplace_app_gmail
4576,2026-03-29,Google Analytics,1,marketplace_app_google_analytics
4576,2026-03-29,Google Calendar,1,marketplace_app_google_calendar
4585,2026-03-29,Jumpseller,1,marketplace_app_jumpseller
4599,2026-03-29,shopify,1,marketplace_app_shopify
4632,2026-03-29,Woocommerce,1,marketplace_app_woocommerce
4639,2026-03-29,Google Gemini,1,marketplace_app_google_gemini
4642,2026-03-29,Google Sheets,1,marketplace_app_google_sheets
