companyId,week_end_sunday,conversationType,event_count,billable_count
183,2026-03-08,UTILITY,162,160
205,2025-07-06,MARKETING,5,5
205,2025-07-06,UTILITY,56,54
205,2025-07-13,UTILITY,73,68
205,2025-07-20,UTILITY,15,15
205,2025-07-27,UTILITY,26,26
205,2025-08-03,MARKETING,1,1
205,2025-08-03,UTILITY,99,97
205,2025-08-10,MARKETING,2,2
205,2025-08-10,UTILITY,67,62
205,2025-08-17,UTILITY,47,47
205,2025-08-24,UTILITY,42,40
205,2025-08-31,UTILITY,57,57
205,2025-09-07,UTILITY,51,49
205,2025-09-14,UTILITY,50,50
205,2025-09-21,UTILITY,34,34
205,2025-09-28,UTILITY,57,52
205,2025-10-05,UTILITY,36,35
205,2025-10-12,UTILITY,23,23
205,2025-10-19,UTILITY,40,40
205,2025-10-26,UTILITY,38,37
205,2025-11-02,UTILITY,37,37
205,2025-11-09,UTILITY,43,43
205,2025-11-16,UTILITY,31,31
205,2025-11-23,UTILITY,31,31
205,2025-11-30,UTILITY,33,33
205,2025-12-07,UTILITY,1,0
205,2025-12-14,UTILITY,29,29
205,2025-12-21,UTILITY,27,26
205,2025-12-28,UTILITY,26,24
205,2026-01-11,UTILITY,26,25
205,2026-01-18,UTILITY,23,23
205,2026-01-25,UTILITY,26,25
205,2026-02-01,UTILITY,24,24
205,2026-02-08,UTILITY,24,24
205,2026-02-15,UTILITY,24,24
205,2026-02-22,UTILITY,22,22
205,2026-03-01,UTILITY,24,24
257,2025-07-06,MARKETING,31,31
257,2025-07-06,UTILITY,314,309
257,2025-07-13,MARKETING,47,47
257,2025-07-13,UTILITY,741,734
257,2025-07-20,MARKETING,43,43
257,2025-07-20,UTILITY,606,599
257,2025-07-27,MARKETING,166,166
257,2025-07-27,UTILITY,647,642
257,2025-08-03,MARKETING,125,125
257,2025-08-03,UTILITY,897,893
257,2025-08-10,MARKETING,31,31
257,2025-08-10,UTILITY,577,573
257,2025-08-17,MARKETING,184,184
257,2025-08-17,UTILITY,614,610
257,2025-08-24,MARKETING,198,198
257,2025-08-24,UTILITY,771,760
257,2025-08-31,MARKETING,221,221
257,2025-08-31,UTILITY,881,875
257,2025-09-07,MARKETING,210,210
257,2025-09-07,UTILITY,813,800
257,2025-09-14,MARKETING,120,120
257,2025-09-14,UTILITY,552,547
257,2025-09-21,MARKETING,239,239
257,2025-09-21,UTILITY,751,746
257,2025-09-28,MARKETING,12,12
257,2025-09-28,MARKETING_LITE,131,131
257,2025-09-28,UTILITY,804,794
257,2025-10-05,MARKETING,6,6
257,2025-10-05,MARKETING_LITE,108,108
257,2025-10-05,UTILITY,1122,1100
257,2025-10-12,MARKETING,2,2
257,2025-10-12,MARKETING_LITE,21,21
257,2025-10-12,UTILITY,637,624
257,2025-10-19,MARKETING_LITE,238,238
257,2025-10-19,UTILITY,625,616
257,2025-10-26,MARKETING_LITE,127,127
257,2025-10-26,UTILITY,1042,1034
257,2025-11-02,MARKETING_LITE,140,140
257,2025-11-02,UTILITY,943,935
257,2025-11-09,MARKETING_LITE,111,111
257,2025-11-09,UTILITY,585,575
257,2025-11-16,MARKETING_LITE,59,59
257,2025-11-16,UTILITY,646,639
257,2025-11-23,MARKETING_LITE,719,719
257,2025-11-23,UTILITY,793,784
257,2025-11-30,MARKETING_LITE,157,157
257,2025-11-30,UTILITY,1081,1073
257,2025-12-07,MARKETING_LITE,48,43
257,2025-12-07,UTILITY,572,551
257,2025-12-14,MARKETING_LITE,216,199
257,2025-12-14,UTILITY,728,663
257,2025-12-21,MARKETING_LITE,115,101
257,2025-12-21,UTILITY,1007,942
257,2025-12-28,MARKETING_LITE,122,109
257,2025-12-28,UTILITY,814,785
257,2026-01-04,MARKETING_LITE,45,45
257,2026-01-04,UTILITY,671,621
257,2026-01-11,MARKETING_LITE,132,129
257,2026-01-11,UTILITY,675,626
257,2026-01-18,MARKETING_LITE,139,135
257,2026-01-18,UTILITY,716,692
257,2026-01-25,MARKETING_LITE,138,137
257,2026-01-25,UTILITY,805,778
257,2026-02-01,MARKETING_LITE,177,177
257,2026-02-01,UTILITY,978,961
257,2026-02-08,MARKETING_LITE,172,172
257,2026-02-08,UTILITY,839,830
257,2026-02-15,MARKETING_LITE,348,348
257,2026-02-15,UTILITY,685,674
257,2026-02-22,MARKETING,466,233
257,2026-02-22,MARKETING_LITE,1,1
257,2026-02-22,UTILITY,462,456
257,2026-03-01,MARKETING,706,384
257,2026-03-01,MARKETING_LITE,1,1
257,2026-03-01,UTILITY,1005,978
257,2026-03-08,MARKETING,454,267
257,2026-03-08,UTILITY,258,255
258,2025-07-06,AUTHENTICATION,519,519
258,2025-07-06,MARKETING,38,38
258,2025-07-06,UTILITY,1167,1115
258,2025-07-13,AUTHENTICATION,1206,1206
258,2025-07-13,MARKETING,6,6
258,2025-07-13,UTILITY,954,924
258,2025-07-20,AUTHENTICATION,1078,1077
258,2025-07-20,MARKETING,14,14
258,2025-07-20,UTILITY,1023,1013
258,2025-07-27,AUTHENTICATION,1421,1421
258,2025-07-27,MARKETING,72,71
258,2025-07-27,UTILITY,763,755
258,2025-08-03,AUTHENTICATION,1817,1817
258,2025-08-03,MARKETING,74,74
258,2025-08-03,UTILITY,955,934
258,2025-08-10,AUTHENTICATION,3951,3950
258,2025-08-10,MARKETING,202,202
258,2025-08-10,UTILITY,876,851
258,2025-08-17,AUTHENTICATION,2448,2448
258,2025-08-17,MARKETING,141,141
258,2025-08-17,UTILITY,891,858
258,2025-08-24,AUTHENTICATION,843,843
258,2025-08-24,MARKETING,62,62
258,2025-08-24,UTILITY,738,734
258,2025-08-31,AUTHENTICATION,926,926
258,2025-08-31,MARKETING,74,74
258,2025-08-31,UTILITY,968,954
258,2025-09-07,AUTHENTICATION,603,603
258,2025-09-07,MARKETING,54,54
258,2025-09-07,UTILITY,420,418
258,2025-09-14,AUTHENTICATION,611,610
258,2025-09-14,MARKETING,43,43
258,2025-09-14,UTILITY,478,470
258,2025-09-21,AUTHENTICATION,628,628
258,2025-09-21,MARKETING,66,66
258,2025-09-21,UTILITY,511,497
258,2025-09-28,AUTHENTICATION,604,604
258,2025-09-28,MARKETING,57,57
258,2025-09-28,UTILITY,548,548
258,2025-10-05,AUTHENTICATION,658,658
258,2025-10-05,MARKETING,63,63
258,2025-10-05,UTILITY,682,680
258,2025-10-12,AUTHENTICATION,517,517
258,2025-10-12,MARKETING,43,43
258,2025-10-12,UTILITY,490,490
258,2025-10-19,AUTHENTICATION,580,580
258,2025-10-19,MARKETING,44,44
258,2025-10-19,UTILITY,431,405
258,2025-10-26,AUTHENTICATION,579,579
258,2025-10-26,MARKETING,51,51
258,2025-10-26,UTILITY,589,576
258,2025-11-02,AUTHENTICATION,669,669
258,2025-11-02,MARKETING,69,69
258,2025-11-02,UTILITY,612,607
258,2025-11-09,AUTHENTICATION,758,756
258,2025-11-09,MARKETING,83,83
258,2025-11-09,UTILITY,433,432
258,2025-11-16,AUTHENTICATION,540,540
258,2025-11-16,MARKETING,51,51
258,2025-11-16,UTILITY,651,645
258,2025-11-23,AUTHENTICATION,1073,1073
258,2025-11-23,MARKETING,69,69
258,2025-11-23,UTILITY,457,453
258,2025-11-30,AUTHENTICATION,1014,1014
258,2025-11-30,MARKETING,69,69
258,2025-11-30,UTILITY,802,791
258,2025-12-07,AUTHENTICATION,804,792
258,2025-12-07,MARKETING,75,75
258,2025-12-07,UTILITY,680,675
258,2025-12-14,AUTHENTICATION,777,718
258,2025-12-14,MARKETING,78,78
258,2025-12-14,UTILITY,666,656
258,2025-12-21,AUTHENTICATION,602,546
258,2025-12-21,MARKETING,55,55
258,2025-12-21,UTILITY,462,438
258,2025-12-28,AUTHENTICATION,401,360
258,2025-12-28,MARKETING,42,42
258,2025-12-28,UTILITY,399,388
258,2026-01-04,AUTHENTICATION,226,205
258,2026-01-04,MARKETING,21,21
258,2026-01-04,UTILITY,299,290
258,2026-01-11,AUTHENTICATION,538,474
258,2026-01-11,MARKETING,57,56
258,2026-01-11,UTILITY,262,254
258,2026-01-18,AUTHENTICATION,601,556
258,2026-01-18,MARKETING,53,53
258,2026-01-18,UTILITY,422,410
258,2026-01-25,AUTHENTICATION,619,568
258,2026-01-25,MARKETING,80,80
258,2026-01-25,UTILITY,356,347
258,2026-02-01,AUTHENTICATION,798,714
258,2026-02-01,MARKETING,64,63
258,2026-02-01,UTILITY,624,569
258,2026-02-08,AUTHENTICATION,616,549
258,2026-02-08,MARKETING,46,45
258,2026-02-08,UTILITY,186,178
258,2026-02-15,AUTHENTICATION,556,491
258,2026-02-15,MARKETING,50,49
258,2026-02-15,UTILITY,211,192
258,2026-02-22,AUTHENTICATION,618,553
258,2026-02-22,MARKETING,40,39
258,2026-02-22,UTILITY,144,139
258,2026-03-01,AUTHENTICATION,886,798
258,2026-03-01,MARKETING,64,61
258,2026-03-01,UTILITY,251,246
258,2026-03-08,AUTHENTICATION,172,151
258,2026-03-08,MARKETING,14,14
258,2026-03-08,UTILITY,83,82
303,2025-06-29,UTILITY,4,0
303,2025-07-06,MARKETING,2249,2249
303,2025-07-06,UTILITY,5701,2098
303,2025-07-13,MARKETING,2564,2564
303,2025-07-13,UTILITY,6577,2464
303,2025-07-20,MARKETING,2530,2530
303,2025-07-20,UTILITY,6570,2518
303,2025-07-27,MARKETING,2569,2569
303,2025-07-27,UTILITY,6642,2378
303,2025-08-03,MARKETING,2676,2676
303,2025-08-03,UTILITY,6999,2491
303,2025-08-10,MARKETING,2220,2220
303,2025-08-10,UTILITY,5843,2226
303,2025-08-17,MARKETING,2813,2813
303,2025-08-17,UTILITY,7137,2561
303,2025-08-24,MARKETING,2381,2381
303,2025-08-24,UTILITY,6155,2389
303,2025-08-31,MARKETING,1184,1184
303,2025-08-31,MARKETING_LITE,1266,1266
303,2025-08-31,UTILITY,6330,2230
303,2025-09-07,MARKETING,1,1
303,2025-09-07,MARKETING_LITE,1624,1624
303,2025-09-07,UTILITY,6665,2860
303,2025-09-14,MARKETING,143,143
303,2025-09-14,MARKETING_LITE,1072,1072
303,2025-09-14,UTILITY,7744,3454
303,2025-09-21,MARKETING,172,172
303,2025-09-21,MARKETING_LITE,1005,1005
303,2025-09-21,UTILITY,7160,3331
303,2025-09-28,MARKETING,176,176
303,2025-09-28,MARKETING_LITE,1060,1060
303,2025-09-28,UTILITY,7695,3715
303,2025-10-05,MARKETING,154,154
303,2025-10-05,MARKETING_LITE,1050,1050
303,2025-10-05,UTILITY,7453,3375
303,2025-10-12,MARKETING,164,164
303,2025-10-12,MARKETING_LITE,1024,1024
303,2025-10-12,UTILITY,7554,3393
303,2025-10-19,MARKETING,155,155
303,2025-10-19,MARKETING_LITE,1073,1073
303,2025-10-19,UTILITY,7204,3299
303,2025-10-26,MARKETING,170,170
303,2025-10-26,MARKETING_LITE,1085,1085
303,2025-10-26,UTILITY,7793,3552
303,2025-11-02,MARKETING,112,112
303,2025-11-02,MARKETING_LITE,1058,1058
303,2025-11-02,UTILITY,7653,3482
303,2025-11-09,MARKETING,172,172
303,2025-11-09,MARKETING_LITE,1127,1127
303,2025-11-09,UTILITY,8107,3661
303,2025-11-16,MARKETING,130,130
303,2025-11-16,MARKETING_LITE,1027,1027
303,2025-11-16,UTILITY,7339,3194
303,2025-11-23,MARKETING,152,152
303,2025-11-23,MARKETING_LITE,1047,1047
303,2025-11-23,UTILITY,7550,3388
303,2025-11-30,MARKETING,136,136
303,2025-11-30,MARKETING_LITE,1093,1093
303,2025-11-30,UTILITY,7855,3497
303,2025-12-07,MARKETING,218,218
303,2025-12-07,MARKETING_LITE,1085,1076
303,2025-12-07,UTILITY,8065,3501
303,2025-12-14,MARKETING,168,162
303,2025-12-14,MARKETING_LITE,1112,1104
303,2025-12-14,UTILITY,8503,3689
303,2025-12-21,MARKETING,79,75
303,2025-12-21,MARKETING_LITE,1215,1201
303,2025-12-21,UTILITY,8600,3627
303,2025-12-28,MARKETING,7,1
303,2025-12-28,MARKETING_LITE,1021,1010
303,2025-12-28,UTILITY,7221,3144
303,2026-01-04,MARKETING_LITE,845,838
303,2026-01-04,UTILITY,5738,2474
303,2026-01-11,MARKETING_LITE,1058,1050
303,2026-01-11,UTILITY,7136,3198
303,2026-01-18,MARKETING_LITE,1155,1152
303,2026-01-18,UTILITY,7579,3248
303,2026-01-25,MARKETING_LITE,1234,1231
303,2026-01-25,UTILITY,7585,3429
303,2026-02-01,MARKETING_LITE,1177,1177
303,2026-02-01,UTILITY,7446,3195
303,2026-02-08,MARKETING_LITE,1213,1213
303,2026-02-08,UTILITY,7824,3417
303,2026-02-15,MARKETING_LITE,1285,1285
303,2026-02-15,UTILITY,8410,3777
303,2026-02-22,MARKETING_LITE,1295,1295
303,2026-02-22,UTILITY,8268,3551
303,2026-03-01,MARKETING_LITE,1386,1386
303,2026-03-01,UTILITY,8803,3839
303,2026-03-08,MARKETING_LITE,600,600
303,2026-03-08,UTILITY,3525,1493
304,2025-06-29,UTILITY,8,5
304,2025-07-06,UTILITY,12457,7874
304,2025-07-13,UTILITY,14016,9136
304,2025-07-20,UTILITY,13143,8798
304,2025-07-27,UTILITY,13400,8709
304,2025-08-03,UTILITY,14569,9480
304,2025-08-10,MARKETING_LITE,636,636
304,2025-08-10,UTILITY,15038,9693
304,2025-08-17,MARKETING_LITE,1014,1014
304,2025-08-17,UTILITY,15513,9859
304,2025-08-24,MARKETING_LITE,1008,1006
304,2025-08-24,UTILITY,14427,9005
304,2025-08-31,MARKETING_LITE,1172,1172
304,2025-08-31,UTILITY,13988,9015
304,2025-09-07,MARKETING_LITE,828,828
304,2025-09-07,UTILITY,14192,9493
304,2025-09-14,MARKETING_LITE,1027,1027
304,2025-09-14,UTILITY,14479,9504
304,2025-09-21,MARKETING_LITE,980,980
304,2025-09-21,UTILITY,14096,9182
304,2025-09-28,MARKETING_LITE,1154,1154
304,2025-09-28,UTILITY,14169,8718
304,2025-10-05,MARKETING_LITE,1051,1051
304,2025-10-05,UTILITY,14374,8983
304,2025-10-12,MARKETING_LITE,1004,1004
304,2025-10-12,UTILITY,14447,9293
304,2025-10-19,MARKETING_LITE,601,601
304,2025-10-19,UTILITY,14777,9707
304,2025-10-26,MARKETING_LITE,20,20
304,2025-10-26,UTILITY,15797,10236
304,2025-11-02,MARKETING_LITE,5,5
304,2025-11-02,UTILITY,17213,11490
304,2025-11-09,MARKETING_LITE,11,11
304,2025-11-09,UTILITY,15991,10280
304,2025-11-16,UTILITY,17602,11680
304,2025-11-23,UTILITY,20447,13353
304,2025-11-30,UTILITY,21582,14519
304,2025-12-07,UTILITY,20518,12839
304,2025-12-14,UTILITY,18610,11679
304,2025-12-21,UTILITY,19122,12286
304,2025-12-28,UTILITY,16253,10355
304,2026-01-04,UTILITY,15527,10059
304,2026-01-11,UTILITY,16919,10788
304,2026-01-18,UTILITY,16466,10653
304,2026-01-25,UTILITY,16442,10736
304,2026-02-01,UTILITY,16793,10950
304,2026-02-08,UTILITY,17933,11320
304,2026-02-15,UTILITY,17936,11723
304,2026-02-22,UTILITY,19310,12031
304,2026-03-01,UTILITY,19968,12731
304,2026-03-08,UTILITY,7545,4927
305,2025-06-29,UTILITY,10,2
305,2025-07-06,UTILITY,1534,812
305,2025-07-13,UTILITY,1799,968
305,2025-07-20,UTILITY,1774,1020
305,2025-07-27,UTILITY,1793,1013
305,2025-08-03,UTILITY,1672,931
305,2025-08-10,UTILITY,1937,1037
305,2025-08-17,UTILITY,1673,892
305,2025-08-24,UTILITY,1886,929
305,2025-08-31,UTILITY,1646,941
305,2025-09-07,UTILITY,2038,998
305,2025-09-14,UTILITY,1618,836
305,2025-09-21,UTILITY,1947,983
305,2025-09-28,MARKETING_LITE,80,80
305,2025-09-28,UTILITY,1942,966
305,2025-10-05,MARKETING_LITE,153,153
305,2025-10-05,UTILITY,1731,924
305,2025-10-12,MARKETING_LITE,103,103
305,2025-10-12,UTILITY,1748,961
305,2025-10-19,MARKETING_LITE,165,165
305,2025-10-19,UTILITY,1559,828
305,2025-10-26,MARKETING_LITE,187,187
305,2025-10-26,UTILITY,1648,883
305,2025-11-02,MARKETING_LITE,142,142
305,2025-11-02,UTILITY,1325,790
305,2025-11-09,MARKETING_LITE,187,187
305,2025-11-09,UTILITY,1655,896
305,2025-11-16,MARKETING_LITE,118,118
305,2025-11-16,UTILITY,1506,864
305,2025-11-23,MARKETING_LITE,135,135
305,2025-11-23,UTILITY,1542,831
305,2025-11-30,MARKETING_LITE,156,156
305,2025-11-30,UTILITY,1536,870
305,2025-12-07,MARKETING_LITE,135,135
305,2025-12-07,UTILITY,1584,836
305,2025-12-14,MARKETING_LITE,120,119
305,2025-12-14,UTILITY,1580,827
305,2025-12-21,MARKETING_LITE,153,152
305,2025-12-21,UTILITY,1702,895
305,2025-12-28,MARKETING_LITE,120,119
305,2025-12-28,UTILITY,1296,702
305,2026-01-04,MARKETING_LITE,147,146
305,2026-01-04,UTILITY,1369,765
305,2026-01-11,MARKETING_LITE,138,137
305,2026-01-11,UTILITY,1531,828
305,2026-01-18,MARKETING_LITE,141,141
305,2026-01-18,UTILITY,1539,816
305,2026-01-25,MARKETING_LITE,118,118
305,2026-01-25,UTILITY,1487,782
305,2026-02-01,MARKETING_LITE,119,119
305,2026-02-01,UTILITY,1466,795
305,2026-02-08,MARKETING_LITE,135,135
305,2026-02-08,UTILITY,1696,812
305,2026-02-15,MARKETING_LITE,104,104
305,2026-02-15,UTILITY,1549,825
305,2026-02-22,MARKETING_LITE,116,116
305,2026-02-22,UTILITY,1506,818
305,2026-03-01,MARKETING_LITE,106,106
305,2026-03-01,UTILITY,1603,806
305,2026-03-08,MARKETING_LITE,43,43
305,2026-03-08,UTILITY,461,279
312,2025-07-06,UTILITY,1006,1005
312,2025-07-13,MARKETING_LITE,187,187
312,2025-07-13,UTILITY,2,2
312,2025-07-20,MARKETING_LITE,1,1
312,2025-07-20,UTILITY,1,1
312,2025-07-27,MARKETING_LITE,2312,2312
312,2025-07-27,UTILITY,186,186
312,2025-08-03,MARKETING_LITE,9205,9205
312,2025-08-03,UTILITY,305,304
312,2025-08-10,MARKETING_LITE,512,512
312,2025-08-10,UTILITY,371,370
312,2025-08-17,MARKETING_LITE,1659,1659
312,2025-08-17,UTILITY,270,268
312,2025-08-24,MARKETING_LITE,1279,1279
312,2025-08-24,UTILITY,550,550
312,2025-08-31,MARKETING_LITE,3529,3529
312,2025-08-31,UTILITY,708,708
312,2025-09-07,MARKETING_LITE,697,697
312,2025-09-07,UTILITY,252,250
312,2025-09-14,MARKETING_LITE,989,989
312,2025-09-14,UTILITY,1,1
312,2025-09-21,MARKETING_LITE,927,927
312,2025-09-21,UTILITY,10,10
312,2025-09-28,MARKETING_LITE,1118,1118
312,2025-09-28,UTILITY,3,3
312,2025-10-05,MARKETING_LITE,3521,3521
312,2025-10-05,UTILITY,339,339
312,2025-10-12,MARKETING_LITE,1830,1830
312,2025-10-12,UTILITY,2,2
312,2025-10-19,MARKETING_LITE,1678,1678
312,2025-10-19,UTILITY,3,3
312,2025-10-26,MARKETING_LITE,1746,1746
312,2025-10-26,UTILITY,4,4
312,2025-11-02,MARKETING_LITE,5939,5939
312,2025-11-02,UTILITY,1,1
312,2025-11-09,MARKETING_LITE,1901,1901
312,2025-11-09,UTILITY,137,137
312,2025-11-16,MARKETING_LITE,1900,1900
312,2025-11-23,MARKETING_LITE,2094,2094
312,2025-11-23,UTILITY,342,339
312,2025-11-30,MARKETING_LITE,2820,2820
312,2025-11-30,UTILITY,243,240
312,2025-12-07,MARKETING_LITE,3566,3539
312,2025-12-07,UTILITY,327,322
312,2025-12-14,MARKETING_LITE,2941,2882
312,2025-12-14,UTILITY,4,0
312,2025-12-21,MARKETING_LITE,4418,4337
312,2025-12-21,UTILITY,5,2
312,2025-12-28,MARKETING_LITE,2346,2286
312,2025-12-28,UTILITY,2,0
312,2026-01-04,MARKETING_LITE,2828,2741
312,2026-01-11,MARKETING_LITE,3432,3366
312,2026-01-11,UTILITY,127,124
312,2026-01-18,MARKETING_LITE,2843,2819
312,2026-01-18,UTILITY,555,555
312,2026-01-25,MARKETING_LITE,4004,3993
312,2026-01-25,UTILITY,147,147
312,2026-02-01,MARKETING_LITE,5120,5116
312,2026-02-01,UTILITY,1,1
312,2026-02-08,MARKETING_LITE,3787,3787
312,2026-02-08,UTILITY,64,64
312,2026-02-15,MARKETING_LITE,4594,4594
312,2026-02-15,UTILITY,803,801
312,2026-02-22,MARKETING_LITE,4956,4956
312,2026-02-22,UTILITY,242,212
312,2026-03-01,MARKETING,2696,1453
312,2026-03-01,MARKETING_LITE,1762,1760
312,2026-03-01,UTILITY,3,3
312,2026-03-08,MARKETING,10046,5673
312,2026-03-08,MARKETING_LITE,1,1
316,2025-07-06,MARKETING,78,78
316,2025-07-13,MARKETING,390,390
316,2025-07-13,UTILITY,240,239
316,2025-07-20,MARKETING,1996,1996
316,2025-07-20,UTILITY,135,133
316,2025-07-27,MARKETING,337,337
316,2025-07-27,UTILITY,282,282
316,2025-08-03,MARKETING,441,441
316,2025-08-10,MARKETING,2691,2691
316,2025-08-17,MARKETING,492,492
316,2025-08-17,UTILITY,452,452
316,2025-08-24,MARKETING,5637,5637
316,2025-08-31,MARKETING,462,462
316,2025-08-31,UTILITY,165,165
316,2025-09-07,MARKETING,145,145
316,2025-09-07,UTILITY,78,78
316,2025-09-14,MARKETING,1333,1333
316,2025-09-14,UTILITY,555,553
316,2025-09-21,MARKETING,588,588
316,2025-09-28,MARKETING,975,975
316,2025-10-05,MARKETING,1960,1960
316,2025-10-05,UTILITY,158,156
316,2025-10-12,MARKETING,2600,2600
316,2025-10-12,UTILITY,4,4
316,2025-10-19,MARKETING,249,249
316,2025-10-19,UTILITY,1,1
316,2025-10-26,MARKETING,4732,4732
316,2025-10-26,UTILITY,499,499
316,2025-11-02,MARKETING,584,584
316,2025-11-02,UTILITY,140,139
316,2025-11-09,MARKETING,130,130
316,2025-11-09,UTILITY,10,10
316,2025-11-16,MARKETING,2176,2176
316,2025-11-16,UTILITY,347,346
316,2025-11-23,MARKETING,1753,1753
316,2025-11-23,UTILITY,2,2
316,2025-11-30,MARKETING,1131,1131
316,2025-11-30,UTILITY,231,226
316,2025-12-07,MARKETING,117,105
316,2025-12-14,MARKETING,482,458
316,2025-12-14,UTILITY,2,2
316,2025-12-21,MARKETING,1283,1238
316,2025-12-28,MARKETING,586,564
316,2026-01-04,MARKETING,4229,4161
316,2026-01-11,MARKETING,104,8
316,2026-01-11,MARKETING_LITE,1100,1100
316,2026-01-18,MARKETING,64,6
316,2026-01-18,MARKETING_LITE,1,1
316,2026-01-25,MARKETING,110,2
316,2026-01-25,MARKETING_LITE,1697,1697
316,2026-01-25,UTILITY,347,347
316,2026-02-01,MARKETING,16,0
316,2026-02-01,MARKETING_LITE,188,188
316,2026-02-01,UTILITY,1,1
316,2026-02-08,MARKETING_LITE,270,270
316,2026-02-15,MARKETING_LITE,79,79
316,2026-02-22,MARKETING,4,2
316,2026-02-22,MARKETING_LITE,631,631
316,2026-02-22,UTILITY,2,2
316,2026-03-01,MARKETING,1192,762
316,2026-03-01,MARKETING_LITE,2,2
316,2026-03-08,MARKETING,4,2
317,2025-07-27,MARKETING,18,18
317,2025-08-10,MARKETING,214,214
321,2025-07-06,MARKETING_LITE,3,3
321,2025-07-13,MARKETING_LITE,7634,7634
321,2025-07-20,MARKETING_LITE,7510,7510
321,2025-07-27,MARKETING_LITE,7461,7461
321,2025-09-07,MARKETING_LITE,7,7
321,2025-09-14,MARKETING_LITE,7114,7114
321,2025-09-21,MARKETING_LITE,13308,13308
321,2025-09-28,MARKETING_LITE,429,429
321,2025-10-05,MARKETING_LITE,4531,4531
321,2025-10-12,MARKETING_LITE,4152,4152
321,2025-10-19,MARKETING_LITE,840,840
321,2025-10-26,MARKETING_LITE,111,111
321,2025-11-02,MARKETING_LITE,67,67
321,2025-11-09,MARKETING_LITE,7503,7503
321,2025-11-16,MARKETING_LITE,13315,13315
321,2025-11-23,MARKETING_LITE,866,866
321,2025-11-30,MARKETING_LITE,843,843
321,2025-12-07,MARKETING_LITE,494,446
321,2025-12-14,MARKETING_LITE,4954,4652
321,2025-12-21,MARKETING_LITE,4908,4688
321,2025-12-28,MARKETING_LITE,7005,6803
321,2026-01-04,MARKETING_LITE,8640,8149
321,2026-01-11,MARKETING_LITE,12450,11395
321,2026-01-18,MARKETING_LITE,16041,15559
321,2026-01-25,MARKETING_LITE,7811,7649
321,2026-02-01,MARKETING_LITE,4996,4963
321,2026-02-08,MARKETING_LITE,2908,2908
321,2026-02-15,MARKETING_LITE,86,86
321,2026-02-22,MARKETING_LITE,7346,7346
321,2026-03-01,MARKETING,14646,8613
321,2026-03-01,MARKETING_LITE,68,68
321,2026-03-08,MARKETING,6088,3501
321,2026-03-08,MARKETING_LITE,20,13
322,2026-03-01,MARKETING,1,1
331,2025-06-29,MARKETING,2,2
331,2025-07-06,MARKETING,1,1
331,2025-07-06,MARKETING_LITE,14,14
331,2025-07-13,MARKETING_LITE,5,5
331,2025-07-13,UTILITY,27,1
331,2025-07-20,UTILITY,31,4
331,2025-07-27,UTILITY,16,3
331,2025-08-03,MARKETING_LITE,2,2
331,2025-08-03,UTILITY,25,4
331,2025-08-10,MARKETING_LITE,11,11
331,2025-08-10,UTILITY,26,1
331,2025-08-17,UTILITY,26,0
331,2025-08-24,MARKETING_LITE,1,1
331,2025-08-24,UTILITY,21,1
331,2025-08-31,MARKETING_LITE,11,11
331,2025-08-31,UTILITY,32,0
331,2025-09-07,MARKETING,1,1
331,2025-09-07,MARKETING_LITE,3,3
331,2025-09-07,UTILITY,19,0
331,2025-09-14,UTILITY,17,1
331,2025-09-21,MARKETING_LITE,4,4
331,2025-09-21,UTILITY,14,5
331,2025-09-28,MARKETING_LITE,32,32
331,2025-09-28,UTILITY,30,0
331,2025-10-05,MARKETING_LITE,1,1
331,2025-10-05,UTILITY,32,2
331,2025-10-12,MARKETING_LITE,4,4
331,2025-10-12,UTILITY,19,5
331,2025-10-19,MARKETING_LITE,1,1
331,2025-10-19,UTILITY,16,8
331,2025-10-26,MARKETING_LITE,95,95
331,2025-10-26,UTILITY,13,8
331,2025-11-02,MARKETING_LITE,1,1
331,2025-11-02,UTILITY,15,9
331,2025-11-09,MARKETING_LITE,2,2
331,2025-11-09,UTILITY,12,1
331,2025-11-16,MARKETING_LITE,1,1
331,2025-11-16,UTILITY,15,0
331,2025-11-23,MARKETING_LITE,3,3
331,2025-11-23,UTILITY,12,1
331,2025-11-30,UTILITY,13,2
331,2025-12-07,MARKETING_LITE,4,4
331,2025-12-07,UTILITY,6,0
331,2025-12-14,MARKETING_LITE,30,29
331,2025-12-14,UTILITY,8,1
331,2025-12-21,MARKETING_LITE,8,6
331,2025-12-21,UTILITY,7,5
331,2025-12-28,MARKETING_LITE,14,13
331,2025-12-28,UTILITY,1,0
331,2026-01-04,MARKETING_LITE,2,2
331,2026-01-11,MARKETING,3,2
331,2026-01-11,MARKETING_LITE,6,5
331,2026-01-11,UTILITY,25,17
331,2026-01-18,AUTHENTICATION,3,2
331,2026-01-18,MARKETING_LITE,23,17
331,2026-01-18,UTILITY,1,1
331,2026-01-25,MARKETING_LITE,27,26
331,2026-01-25,UTILITY,2,1
331,2026-02-01,MARKETING,2,1
331,2026-02-01,MARKETING_LITE,6,6
331,2026-02-01,UTILITY,5,4
331,2026-02-08,MARKETING_LITE,7,6
331,2026-02-08,UTILITY,3,0
331,2026-02-15,MARKETING_LITE,8,7
331,2026-02-15,UTILITY,3,1
331,2026-02-22,MARKETING_LITE,26,24
331,2026-02-22,UTILITY,2,1
331,2026-03-01,MARKETING_LITE,5,4
331,2026-03-01,UTILITY,7,3
331,2026-03-08,MARKETING_LITE,124,123
