execution_count,companyId,companyName,week_end_sunday,MARKETING,UTILITY,AUTHENTICATION,dau_count,unique_users_count,connect_licenses,signups,self_service,enterprise,other_plans
11862.0,312,ABInBev Colombia,2025-05-18,0.0,0.0,0.0,1420.0,1303.0,0.0,4.0,0.0,1.0,3.0
405.0,316,CasaPlan MotorPlan,2025-05-18,0.0,0.0,0.0,47.0,46.0,0.0,4.0,0.0,1.0,3.0
15.0,317,Aurea,2025-05-18,0.0,0.0,0.0,14.0,14.0,0.0,4.0,0.0,1.0,3.0
202.0,322,Jelou Shop,2025-05-18,0.0,0.0,0.0,29.0,20.0,0.0,4.0,0.0,1.0,3.0
134.0,331,Jelou Producto,2025-05-18,0.0,0.0,0.0,48.0,42.0,0.0,4.0,0.0,1.0,3.0
31530.0,337,Piloto Creditia,2025-05-18,0.0,0.0,0.0,1326.0,1227.0,0.0,4.0,0.0,1.0,3.0
5925.0,353,Yomp,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
7.0,358,Seguros Liberty,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
4595.0,361,Jelou Pay,2025-05-18,0.0,0.0,0.0,459.0,338.0,0.0,4.0,0.0,1.0,3.0
43787.0,362,Arca PE,2025-05-18,0.0,0.0,0.0,1675.0,976.0,0.0,4.0,0.0,1.0,3.0
15.0,368,Innovat Latam.,2025-05-18,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,3.0
1.0,382,Team APPS,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
2338.0,404,MONGO'S,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
12663.0,405,Massline,2025-05-18,0.0,0.0,0.0,683.0,607.0,0.0,4.0,0.0,1.0,3.0
563.0,417,Banisi,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
2.0,452,Seguros Pacífico,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
141.0,462,Ambiente QA,2025-05-18,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,3.0
5639.0,470,Arca PE Proyecto Frío,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
41898.0,692,Banisi Chat,2025-05-18,0.0,0.0,0.0,5127.0,3969.0,0.0,4.0,0.0,1.0,3.0
7246.0,741,Bajaj,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
827.0,745,Mail Boxes Etc,2025-05-18,0.0,0.0,0.0,28.0,27.0,0.0,4.0,0.0,1.0,3.0
37.0,807,Universidad de las Artes,2025-05-18,0.0,0.0,0.0,19.0,17.0,0.0,4.0,0.0,1.0,3.0
2137.0,823,Tuenti POC,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
4708.0,855,Cooperativa El Sagrario,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
150.0,935,Lavca,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
4.0,997,La Finestra SAS,2025-05-18,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,3.0
4.0,1053,EclipSoft,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
6.0,1068,Arca PE Ecommerce,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
48.0,1133,Vivalia,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
2888.0,1245,BG - Banco del Barrio 2,2025-05-18,0.0,0.0,0.0,632.0,559.0,0.0,4.0,0.0,1.0,3.0
4.0,1266,Katherine del Carmen Ovando,2025-05-18,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,3.0
2.0,1304,Doctorio,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
4.0,1379,Pocket Tienda Prototipo,2025-05-18,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,3.0
85.0,1384,Talento Humano,2025-05-18,0.0,0.0,0.0,29.0,25.0,0.0,4.0,0.0,1.0,3.0
379.0,1480,Oriental,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
263.0,1482,Naturisa,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
68.0,1512,Dialogus,2025-05-18,0.0,0.0,0.0,20.0,16.0,0.0,4.0,0.0,1.0,3.0
14735.0,1559,Coca Cola en tu hogar,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
398.0,1566,Siigo,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
1753.0,1584,Banco Comercial Manabí,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
612.0,1633,SaludSA,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
2.0,1639,Automation QA Test,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
51.0,1641,Supreme Ventures,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
257.0,1648,Medexcard,2025-05-18,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,3.0
179.0,1694,Cooperativa Daquilema,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
131464.0,1696,XTRIM,2025-05-18,0.0,0.0,0.0,5360.0,5129.0,0.0,4.0,0.0,1.0,3.0
9.0,1718,Kaufmann,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
1066.0,1737,Banco Union,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
49.0,1758,Finanza AI,2025-05-18,0.0,0.0,0.0,19.0,17.0,0.0,4.0,0.0,1.0,3.0
96.0,1760,Danec,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
10553.0,1761,Solca,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
28.0,1811,Sistecrédito,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
5550.0,1844,Tienda Branchos,2025-05-18,0.0,0.0,0.0,694.0,663.0,0.0,4.0,0.0,1.0,3.0
70.0,1845,Seguros Confianza,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
1669.0,1848,CIVE,2025-05-18,0.0,0.0,0.0,201.0,195.0,0.0,4.0,0.0,1.0,3.0
28.0,1849,Arca movil,2025-05-18,0.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,1.0,3.0
61.0,1860,Vitapro,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
395.0,1880,TransSky,2025-05-18,0.0,0.0,0.0,38.0,38.0,0.0,4.0,0.0,1.0,3.0
5435.0,1890,Tuenti Vendedores,2025-05-18,0.0,0.0,0.0,67.0,13.0,0.0,4.0,0.0,1.0,3.0
66.0,1898,Cibernetica,2025-05-18,0.0,0.0,0.0,6.0,3.0,0.0,4.0,0.0,1.0,3.0
11.0,1903,Rabbit,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
429.0,1925,INDI BCP,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
131.0,1926,Datilmedia S.A.,2025-05-18,0.0,0.0,0.0,6.0,6.0,0.0,4.0,0.0,1.0,3.0
8148.0,1937,Flexi,2025-05-18,0.0,0.0,0.0,11.0,11.0,0.0,4.0,0.0,1.0,3.0
123.0,1940,Arca camiones,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
42.0,1944,Jelou Marketplace,2025-05-18,0.0,0.0,0.0,10.0,6.0,0.0,4.0,0.0,1.0,3.0
619.0,1945,Duragas,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
93.0,1946,Total Education Program,2025-05-18,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,3.0
891.0,1950,Marriott,2025-05-18,0.0,0.0,0.0,198.0,190.0,0.0,4.0,0.0,1.0,3.0
33.0,1951,FPV Seguros,2025-05-18,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,1.0,3.0
31.0,1953,TuSupperAhorro,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
200.0,1955,Italika,2025-05-18,0.0,0.0,0.0,167.0,99.0,0.0,4.0,0.0,1.0,3.0
175.0,1957,Jelou Banking,2025-05-18,0.0,0.0,0.0,14.0,13.0,0.0,4.0,0.0,1.0,3.0
80.0,1962,Ondu Cloud,2025-05-18,0.0,0.0,0.0,26.0,23.0,0.0,4.0,0.0,1.0,3.0
43.0,1964,ZHM Seguros,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
51.0,1973,BCP Sendsei,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
32271.0,1974,BCP Cobranza,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
14.0,1984,Semvra,2025-05-18,0.0,0.0,0.0,5.0,5.0,0.0,4.0,0.0,1.0,3.0
80.0,1988,La casa de los abuelos,2025-05-18,0.0,0.0,0.0,9.0,5.0,0.0,4.0,0.0,1.0,3.0
76.0,1992,Contapro BCP,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
20.0,2001,TransSky Cobranzas,2025-05-18,0.0,0.0,0.0,7.0,3.0,0.0,4.0,0.0,1.0,3.0
1.0,2017,Punta Azul,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
26.0,2025,KIVETI S.A.,2025-05-18,0.0,0.0,0.0,6.0,5.0,0.0,4.0,0.0,1.0,3.0
7.0,2030,COLLSERV,2025-05-18,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,3.0
365.0,2031,Alpha Trading,2025-05-18,0.0,0.0,0.0,120.0,117.0,0.0,4.0,0.0,1.0,3.0
123.0,2032,Figueroa Merchan Jose Luis,2025-05-18,0.0,0.0,0.0,22.0,19.0,0.0,4.0,0.0,1.0,3.0
40.0,2043,Morphosis,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
20.0,2044,M&C Travel S.A,2025-05-18,0.0,0.0,0.0,7.0,7.0,0.0,4.0,0.0,1.0,3.0
11.0,2047,CBC,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
163.0,2049,Conauto,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
3.0,2053,Lopez Lopez Jaime Fernando,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
182.0,2073,Donutterapia,2025-05-18,0.0,0.0,0.0,32.0,29.0,0.0,4.0,0.0,1.0,3.0
127.0,2095,Gigmax,2025-05-18,0.0,0.0,0.0,7.0,4.0,0.0,4.0,0.0,1.0,3.0
11.0,2100,Holaenfermera-Ec S.A.S.,2025-05-18,0.0,0.0,0.0,6.0,5.0,0.0,4.0,0.0,1.0,3.0
404.0,2110,Ecugenius S.A.,2025-05-18,0.0,0.0,0.0,309.0,289.0,0.0,4.0,0.0,1.0,3.0
2.0,2111,Calle Tenorio Jorge David,2025-05-18,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,3.0
14.0,2121,VITAMINWORLD,2025-05-18,0.0,0.0,0.0,8.0,5.0,0.0,4.0,0.0,1.0,3.0
1016.0,2125,Lotería Nacional EC,2025-05-18,0.0,0.0,0.0,7.0,4.0,0.0,4.0,0.0,1.0,3.0
18.0,2130,Cresa,2025-05-18,0.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,1.0,3.0
2.0,2181,Mindmatter Academy,2025-05-18,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,3.0
2013.0,2183,Automekano,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
8.0,2205,Universidad Insurgente,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
0.0,2222,Unknown,2025-05-18,0.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,1.0,3.0
515.0,2223,Netlife - Ecuanet Telemarketing,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
4.0,2230,Demo partners,2025-05-18,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,3.0
256.0,2233,Arca pe Turbo,2025-05-18,0.0,0.0,0.0,15.0,6.0,0.0,4.0,0.0,1.0,3.0
157.0,2235,Dreamers Fútbol Club,2025-05-18,0.0,0.0,0.0,154.0,140.0,0.0,4.0,0.0,1.0,3.0
44.0,2236,11 Gallery Tattoo,2025-05-18,0.0,0.0,0.0,10.0,6.0,0.0,4.0,0.0,1.0,3.0
373.0,2239,Racevents,2025-05-18,0.0,0.0,0.0,85.0,75.0,0.0,4.0,0.0,1.0,3.0
77.0,2241,Coral Hipermercados,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
225.0,2242,TIA Shopper,2025-05-18,0.0,0.0,0.0,13.0,8.0,0.0,4.0,0.0,1.0,3.0
7635.0,2255,Computron,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
228.0,2258,VACAN ELECTRODOMESTICOS,2025-05-18,0.0,0.0,0.0,55.0,41.0,0.0,4.0,0.0,1.0,3.0
95.0,2259,Roniki Professional Ecuador,2025-05-18,0.0,0.0,0.0,12.0,7.0,0.0,4.0,0.0,1.0,3.0
3.0,2260,ORIGAMI ECUADOR,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
0.0,2266,Unknown,2025-05-18,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,3.0
0.0,2271,Unknown,2025-05-18,0.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,1.0,3.0
7.0,2276,Falabella,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
9.0,2292,Arca MX Atencion AC,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
6.0,2299,TOYS & HOBBIES,2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
2218.0,1,Shippify,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
309.0,5,DevLab,2025-05-25,0.0,0.0,0.0,35.0,25.0,0.0,4.0,0.0,4.0,0.0
10.0,11,BdP,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
3722.0,28,El Rosado,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
123.0,35,Datafast,2025-05-25,0.0,0.0,0.0,244.0,227.0,0.0,4.0,0.0,4.0,0.0
35837.0,54,Pycca,2025-05-25,0.0,0.0,0.0,1812.0,1741.0,0.0,4.0,0.0,4.0,0.0
2.0,75,Chubb,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
38480.0,95,Veris,2025-05-25,0.0,0.0,0.0,1481.0,1237.0,0.0,4.0,0.0,4.0,0.0
5024.0,110,Dipaso,2025-05-25,0.0,0.0,0.0,369.0,358.0,0.0,4.0,0.0,4.0,0.0
60636.0,123,Security Data,2025-05-25,0.0,0.0,0.0,490.0,479.0,0.0,4.0,0.0,4.0,0.0
32346.0,124,GEA Ecuador,2025-05-25,0.0,0.0,0.0,582.0,504.0,0.0,4.0,0.0,4.0,0.0
135.0,135,Jelou Dev,2025-05-25,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0
5752.0,138,Cervecería Nacional,2025-05-25,0.0,0.0,0.0,661.0,583.0,0.0,4.0,0.0,4.0,0.0
294796.0,147,Netlife,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
54278.0,150,Deprati,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
469813.0,155,Banco Guayaquil,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
1491.0,183,Tracklink,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
401.0,258,Luzverde,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
6.0,305,GEA Guatemala,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
21367.0,312,ABInBev Colombia,2025-05-25,0.0,0.0,0.0,2674.0,2357.0,0.0,4.0,0.0,4.0,0.0
572.0,316,CasaPlan MotorPlan,2025-05-25,0.0,0.0,0.0,8.0,8.0,0.0,4.0,0.0,4.0,0.0
1.0,317,Aurea,2025-05-25,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0
164.0,322,Jelou Shop,2025-05-25,0.0,0.0,0.0,26.0,17.0,0.0,4.0,0.0,4.0,0.0
110.0,331,Jelou Producto,2025-05-25,0.0,0.0,0.0,25.0,19.0,0.0,4.0,0.0,4.0,0.0
25471.0,337,Piloto Creditia,2025-05-25,0.0,0.0,0.0,1006.0,955.0,0.0,4.0,0.0,4.0,0.0
5.0,339,Movil Group,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
6683.0,353,Yomp,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
5813.0,361,Jelou Pay,2025-05-25,0.0,0.0,0.0,517.0,411.0,0.0,4.0,0.0,4.0,0.0
50205.0,362,Arca PE,2025-05-25,0.0,0.0,0.0,1925.0,1097.0,0.0,4.0,0.0,4.0,0.0
1596.0,404,MONGO'S,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
13082.0,405,Massline,2025-05-25,0.0,0.0,0.0,741.0,656.0,0.0,4.0,0.0,4.0,0.0
543.0,417,Banisi,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
11.0,422,GEA Honduras,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
5.0,423,GEA Costa Rica,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
1.0,424,Banco Internacional,2025-05-25,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0
9.0,452,Seguros Pacífico,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
145.0,462,Ambiente QA,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
8213.0,470,Arca PE Proyecto Frío,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
35181.0,692,Banisi Chat,2025-05-25,0.0,0.0,0.0,4238.0,3287.0,0.0,4.0,0.0,4.0,0.0
7606.0,741,Bajaj,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
844.0,745,Mail Boxes Etc,2025-05-25,0.0,0.0,0.0,32.0,31.0,0.0,4.0,0.0,4.0,0.0
30.0,807,Universidad de las Artes,2025-05-25,0.0,0.0,0.0,23.0,23.0,0.0,4.0,0.0,4.0,0.0
1661.0,823,Tuenti POC,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
4327.0,855,Cooperativa El Sagrario,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
361.0,935,Lavca,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
3.0,997,La Finestra SAS,2025-05-25,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0
4.0,1053,EclipSoft,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
152.0,1068,Arca PE Ecommerce,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
118.0,1133,Vivalia,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
2307.0,1245,BG - Banco del Barrio 2,2025-05-25,0.0,0.0,0.0,515.0,451.0,0.0,4.0,0.0,4.0,0.0
6.0,1266,Katherine del Carmen Ovando,2025-05-25,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0
7.0,1280,Gea Colombia,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
3.0,1304,Doctorio,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
4.0,1379,Pocket Tienda Prototipo,2025-05-25,0.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,4.0,0.0
88.0,1384,Talento Humano,2025-05-25,0.0,0.0,0.0,31.0,28.0,0.0,4.0,0.0,4.0,0.0
371.0,1480,Oriental,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
212.0,1482,Naturisa,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
156.0,1512,Dialogus,2025-05-25,0.0,0.0,0.0,10.0,6.0,0.0,4.0,0.0,4.0,0.0
15498.0,1559,Coca Cola en tu hogar,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
318.0,1566,Siigo,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
1619.0,1584,Banco Comercial Manabí,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
488.0,1633,SaludSA,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
2.0,1639,Automation QA Test,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
11.0,1641,Supreme Ventures,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
20.0,1648,Medexcard,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
32.0,1649,Bruno,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
418.0,1694,Cooperativa Daquilema,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
59458.0,1696,XTRIM,2025-05-25,0.0,0.0,0.0,2918.0,2813.0,0.0,4.0,0.0,4.0,0.0
15.0,1718,Kaufmann,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
622.0,1737,Banco Union,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
29.0,1758,Finanza AI,2025-05-25,0.0,0.0,0.0,22.0,21.0,0.0,4.0,0.0,4.0,0.0
49.0,1760,Danec,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
9961.0,1761,Solca,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
49.0,1811,Sistecrédito,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
27.0,1828,FD CENTER,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
2984.0,1844,Tienda Branchos,2025-05-25,0.0,0.0,0.0,385.0,361.0,0.0,4.0,0.0,4.0,0.0
55.0,1845,Seguros Confianza,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
1459.0,1848,CIVE,2025-05-25,0.0,0.0,0.0,199.0,192.0,0.0,4.0,0.0,4.0,0.0
1.0,1849,Arca movil,2025-05-25,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0
30.0,1860,Vitapro,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
383.0,1880,TransSky,2025-05-25,0.0,0.0,0.0,41.0,41.0,0.0,4.0,0.0,4.0,0.0
4990.0,1890,Tuenti Vendedores,2025-05-25,0.0,0.0,0.0,67.0,13.0,0.0,4.0,0.0,4.0,0.0
4.0,1896,Arca Continental Argentina,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
4.0,1898,Cibernetica,2025-05-25,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0
11.0,1903,Rabbit,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
312.0,1925,INDI BCP,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
81.0,1926,Datilmedia S.A.,2025-05-25,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0
6615.0,1937,Flexi,2025-05-25,0.0,0.0,0.0,10.0,10.0,0.0,4.0,0.0,4.0,0.0
109.0,1940,Arca camiones,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
124.0,1944,Jelou Marketplace,2025-05-25,0.0,0.0,0.0,12.0,6.0,0.0,4.0,0.0,4.0,0.0
532.0,1945,Duragas,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
18.0,1946,Total Education Program,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
910.0,1950,Marriott,2025-05-25,0.0,0.0,0.0,197.0,189.0,0.0,4.0,0.0,4.0,0.0
23.0,1951,FPV Seguros,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
9.0,1953,TuSupperAhorro,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
132.0,1955,Italika,2025-05-25,0.0,0.0,0.0,125.0,65.0,0.0,4.0,0.0,4.0,0.0
168.0,1957,Jelou Banking,2025-05-25,0.0,0.0,0.0,13.0,7.0,0.0,4.0,0.0,4.0,0.0
100.0,1962,Ondu Cloud,2025-05-25,0.0,0.0,0.0,23.0,17.0,0.0,4.0,0.0,4.0,0.0
9.0,1964,ZHM Seguros,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
11.0,1973,BCP Sendsei,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
38724.0,1974,BCP Cobranza,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
4.0,1984,Semvra,2025-05-25,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0
6.0,1988,La casa de los abuelos,2025-05-25,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,4.0,0.0
54.0,1993,Banco Delta,2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
