companyId,companyName,week_end_sunday,kyc_sessions_total,gov_validated,gov_not_validated,hil_doccheck_total,hil_doccheck_approved,hil_doccheck_disapproved,hil_liveness_total,hil_liveness_approved,hil_liveness_disapproved,hil_facematch_total,hil_facematch_approved,hil_facematch_disapproved
2729,Company 2729,2026-03-08,43,13,5,18,17,1,25,25,0,13,12,0
2729,Company 2729,2026-03-15,82,36,4,40,40,0,42,37,2,36,34,0
2729,Company 2729,2026-03-22,53,24,5,29,28,0,24,24,0,27,25,0
2729,Company 2729,2026-03-29,8,2,2,4,3,0,4,4,0,2,2,0
2729,Company 2729,2026-04-05,5,3,1,4,4,0,1,1,0,4,3,0
2750,Company 2750,2025-12-07,3,0,2,2,0,0,3,2,1,0,0,0
2750,Company 2750,2025-12-14,3,0,2,2,0,0,3,2,1,0,0,0
2750,Company 2750,2025-12-28,2,2,0,2,2,0,2,2,0,0,0,0
2750,Company 2750,2026-01-04,1,1,0,1,1,0,1,1,0,0,0,0
3011,Company 3011,2026-03-29,6,4,0,4,2,0,6,6,0,2,2,0
316,Company 316,2025-06-29,2,2,0,2,2,0,2,2,0,0,0,0
322,Company 322,2025-06-15,1,0,0,0,0,0,1,0,0,0,0,0
322,Company 322,2025-08-03,10,8,1,9,8,0,9,8,0,0,0,0
322,Company 322,2025-08-10,4,4,0,4,4,0,4,4,0,0,0,0
322,Company 322,2025-09-07,5,2,0,2,2,0,5,3,1,0,0,0
322,Company 322,2025-09-28,5,4,0,4,3,0,4,3,1,0,0,0
331,Company 331,2025-06-29,1,2,0,2,2,0,2,2,0,0,0,0
331,Company 331,2025-12-14,6,0,0,0,0,0,0,0,0,6,6,0
331,Company 331,2025-12-21,3,2,0,2,2,0,0,0,0,3,3,0
331,Company 331,2025-12-28,16,0,5,5,5,0,0,0,0,16,16,0
331,Company 331,2026-01-04,8,1,8,9,1,8,0,0,0,7,7,0
331,Company 331,2026-01-18,1,0,2,2,0,2,0,0,0,0,0,0
331,Company 331,2026-01-25,9,2,1,5,5,0,0,0,0,6,6,0
331,Company 331,2026-02-22,10,0,4,4,3,0,10,8,2,0,0,0
331,Company 331,2026-03-15,7,0,6,6,5,1,6,6,0,0,0,0
331,Company 331,2026-03-22,2,0,3,3,1,2,3,2,1,0,0,0
331,Company 331,2026-03-29,6,1,7,8,4,4,3,3,0,0,0,0
331,Company 331,2026-04-05,3,0,2,2,1,1,2,1,1,0,0,0
337,Company 337,2025-05-11,898,0,0,726,688,33,902,751,121,0,0,0
337,Company 337,2025-05-18,1444,0,0,1196,1118,50,1468,1225,173,0,0,0
337,Company 337,2025-05-25,1222,0,0,948,903,27,1228,963,137,0,0,0
337,Company 337,2025-06-01,1279,0,0,901,855,30,1280,914,135,0,0,0
337,Company 337,2025-06-08,1100,0,0,807,750,11,1103,892,75,0,0,0
337,Company 337,2025-06-15,1396,0,0,1054,985,1,1400,1209,91,0,0,0
337,Company 337,2025-06-22,1151,286,19,852,771,12,1152,935,165,0,0,0
337,Company 337,2025-06-29,1360,969,123,1092,971,75,1367,1106,135,0,0,0
337,Company 337,2025-07-06,1002,836,73,909,837,53,997,917,23,0,0,0
337,Company 337,2025-07-13,1007,817,53,870,828,16,1013,871,35,0,0,0
337,Company 337,2025-07-20,1061,889,79,968,920,15,1065,974,17,0,0,0
337,Company 337,2025-07-27,1194,998,74,1072,1018,27,1201,1068,26,0,0,0
337,Company 337,2025-08-03,1081,909,60,969,929,13,1088,986,13,0,0,0
337,Company 337,2025-08-10,1015,789,99,888,814,39,1014,924,15,0,0,0
337,Company 337,2025-08-17,1263,951,122,1073,1016,31,1263,1137,21,0,0,0
337,Company 337,2025-08-24,1266,824,108,932,885,24,1266,974,20,0,0,0
337,Company 337,2025-08-31,1390,1002,148,1150,1069,50,1389,1226,32,0,0,0
337,Company 337,2025-09-07,1233,922,147,1069,1023,17,1232,1123,20,0,0,0
337,Company 337,2025-09-14,1258,926,179,1105,1034,39,1254,1157,26,674,672,0
337,Company 337,2025-09-21,1137,891,109,1000,950,21,1138,1054,14,945,945,0
337,Company 337,2025-09-28,978,768,103,871,834,23,976,901,20,831,830,0
337,Company 337,2025-10-05,1433,1056,148,1204,1135,25,1431,1283,37,1111,1111,0
337,Company 337,2025-10-12,945,721,94,815,779,14,941,869,16,774,774,0
337,Company 337,2025-10-19,1188,916,112,1028,977,27,1185,1094,24,973,971,0
337,Company 337,2025-10-26,1252,938,122,1060,990,48,1250,1141,28,984,980,0
337,Company 337,2025-11-02,1090,798,103,901,847,30,1094,983,18,845,845,0
337,Company 337,2025-11-09,1206,937,111,1048,1008,25,1205,1111,21,1005,1005,0
337,Company 337,2025-11-16,1501,1149,147,1296,1249,24,1503,1366,17,1237,1234,0
337,Company 337,2025-11-23,1397,1094,132,1226,1172,28,1390,1273,27,1158,1158,0
337,Company 337,2025-11-30,1495,1161,164,1325,1273,33,1490,1372,23,1262,1262,0
337,Company 337,2025-12-07,1424,1290,95,1385,1321,21,455,421,9,393,393,0
337,Company 337,2025-12-14,1218,1155,69,1224,1171,31,0,0,0,0,0,0
337,Company 337,2025-12-21,1242,1088,159,1247,1154,61,2,2,0,0,0,0
337,Company 337,2025-12-28,1090,947,143,1090,995,51,3,3,0,0,0,0
337,Company 337,2026-01-04,1288,980,312,1292,1068,191,1,0,0,0,0,0
337,Company 337,2026-01-11,1243,919,325,1244,1009,201,0,0,0,0,0,0
337,Company 337,2026-01-18,1234,886,355,1241,985,215,0,0,0,0,0,0
337,Company 337,2026-01-25,1370,531,233,1374,1120,227,0,0,0,0,0,0
337,Company 337,2026-02-01,1243,0,0,1255,1006,215,0,0,0,0,0,0
337,Company 337,2026-02-08,1238,0,0,1242,1039,161,0,0,0,0,0,0
337,Company 337,2026-02-15,1188,732,307,1190,945,207,0,0,0,0,0,0
337,Company 337,2026-02-22,1167,849,322,1171,969,160,0,0,0,0,0,0
337,Company 337,2026-03-01,1240,924,317,1241,1061,140,0,0,0,0,0,0
337,Company 337,2026-03-08,1428,1061,367,1428,1186,206,0,0,0,0,0,0
337,Company 337,2026-03-15,1513,1150,368,1518,1217,74,0,0,0,0,0,0
337,Company 337,2026-03-22,1613,1257,357,1614,1289,53,0,0,0,0,0,0
337,Company 337,2026-03-29,1561,1160,402,1562,1363,179,0,0,0,0,0,0
337,Company 337,2026-04-05,1770,1360,411,1771,1573,168,0,0,0,0,0,0
337,Company 337,2026-04-12,57,37,20,57,44,10,0,0,0,0,0,0
361,Company 361,2025-05-11,1,0,0,0,0,0,1,0,1,0,0,0
361,Company 361,2025-06-01,25,0,0,25,25,0,0,0,0,0,0,0
361,Company 361,2025-06-08,15,0,0,15,15,0,0,0,0,0,0,0
361,Company 361,2025-06-15,30,0,0,30,30,0,0,0,0,0,0,0
361,Company 361,2025-06-22,37,13,0,37,37,0,0,0,0,0,0,0
361,Company 361,2025-06-29,23,22,1,23,22,0,0,0,0,0,0,0
361,Company 361,2025-07-06,7,7,0,7,7,0,0,0,0,0,0,0
361,Company 361,2025-07-13,4,4,0,4,4,0,0,0,0,0,0,0
361,Company 361,2025-07-27,1,1,0,1,1,0,0,0,0,0,0,0
361,Company 361,2025-08-03,4,4,0,4,4,0,0,0,0,0,0,0
361,Company 361,2025-08-10,3,3,0,3,3,0,0,0,0,0,0,0
361,Company 361,2025-08-24,1,1,0,1,1,0,0,0,0,0,0,0
361,Company 361,2025-08-31,4,4,0,4,4,0,0,0,0,0,0,0
361,Company 361,2025-09-07,1,1,0,1,1,0,0,0,0,0,0,0
362,Company 362,2025-06-15,1213,0,0,1213,1124,4,0,0,0,0,0,0
362,Company 362,2025-06-22,3114,955,71,3114,2898,7,0,0,0,0,0,0
362,Company 362,2025-06-29,2940,2630,310,2940,2630,177,0,0,0,0,0,0
362,Company 362,2025-07-06,1532,1410,122,1532,1410,104,0,0,0,0,0,0
362,Company 362,2025-07-13,2327,2152,176,2328,2152,151,0,0,0,0,0,0
362,Company 362,2025-07-20,3310,3095,215,3310,3094,183,0,0,0,0,0,0
362,Company 362,2025-07-27,4130,3825,306,4131,3824,265,0,0,0,0,0,0
362,Company 362,2025-08-03,1959,1807,152,1959,1807,133,0,0,0,0,0,0
362,Company 362,2025-08-10,1705,1620,85,1705,1620,64,0,0,0,0,0,0
362,Company 362,2025-08-17,2596,2447,149,2596,2447,123,0,0,0,0,0,0
362,Company 362,2025-08-24,3821,3511,310,3821,3510,221,0,0,0,0,0,0
362,Company 362,2025-08-31,4030,3539,494,4033,3548,391,0,0,0,0,0,0
362,Company 362,2025-09-07,1255,1212,43,1255,1212,23,0,0,0,0,0,0
362,Company 362,2025-09-14,2370,2300,70,2370,2300,32,0,0,0,0,0,0
362,Company 362,2025-09-21,2434,2344,90,2434,2339,48,0,0,0,0,0,0
362,Company 362,2025-09-28,2762,2675,87,2762,2672,39,0,0,0,0,0,0
362,Company 362,2025-10-05,1220,1167,53,1220,1167,25,0,0,0,0,0,0
362,Company 362,2025-10-12,1017,988,29,1017,988,14,0,0,0,0,0,0
362,Company 362,2025-10-19,1462,1417,45,1462,1416,25,0,0,0,0,0,0
362,Company 362,2025-10-26,1671,1619,52,1671,1619,17,0,0,0,0,0,0
362,Company 362,2025-11-02,1821,1779,44,1823,1779,25,0,0,0,0,0,0
362,Company 362,2025-11-09,913,893,20,913,893,11,0,0,0,0,0,0
362,Company 362,2025-11-16,1875,1180,16,1196,1180,6,680,504,146,0,0,0
362,Company 362,2025-11-23,2285,919,27,946,919,11,1339,667,633,0,0,0
362,Company 362,2025-11-30,1803,743,8,751,743,2,1052,551,487,0,0,0
362,Company 362,2025-12-07,979,428,5,433,428,2,546,335,202,0,0,0
362,Company 362,2025-12-14,1476,648,19,667,647,4,809,475,324,0,0,0
362,Company 362,2025-12-21,1044,481,9,490,480,4,554,391,148,0,0,0
362,Company 362,2025-12-28,901,361,36,397,361,24,504,273,168,0,0,0
362,Company 362,2026-01-04,763,349,16,365,349,11,398,277,106,0,0,0
362,Company 362,2026-01-11,3682,1593,146,1739,1593,118,1943,1178,751,0,0,0
362,Company 362,2026-01-18,4626,2047,203,2250,2047,169,2376,1836,494,0,0,0
362,Company 362,2026-01-25,5415,1562,155,2728,2467,228,2687,2141,459,0,0,0
362,Company 362,2026-02-01,3716,0,0,1871,1642,189,1846,1451,309,0,0,0
362,Company 362,2026-02-08,2185,0,0,1107,996,102,1078,883,185,0,0,0
362,Company 362,2026-02-15,3439,1297,137,1655,1567,69,1784,1495,229,0,0,0
362,Company 362,2026-02-22,4864,2081,259,2340,2226,66,2524,2007,402,0,0,0
362,Company 362,2026-03-01,4997,2474,244,2718,2613,71,2480,1752,178,0,0,0
362,Company 362,2026-03-08,2637,1333,113,1446,1386,48,1191,989,162,0,0,0
362,Company 362,2026-03-15,3773,1897,162,2059,1981,50,1714,1371,286,0,0,0
362,Company 362,2026-03-22,3967,1996,172,2168,2105,37,1799,1489,284,0,0,0
362,Company 362,2026-03-29,3530,1785,151,1936,1879,45,1594,1229,356,0,0,0
362,Company 362,2026-04-05,1189,605,51,656,637,6,533,462,65,0,0,0
3640,Company 3640,2026-03-08,10,6,4,10,7,3,0,0,0,7,7,0
3640,Company 3640,2026-03-15,7,5,2,7,6,1,0,0,0,6,6,0
3640,Company 3640,2026-03-22,2,0,2,2,2,0,0,0,0,2,2,0
3924,Company 3924,2026-03-22,1,0,0,0,0,0,1,1,0,0,0,0
3976,Company 3976,2026-04-05,3,0,0,0,0,0,3,3,0,0,0,0
405,Company 405,2025-11-23,1,1,0,1,1,0,0,0,0,0,0,0
4178,Company 4178,2026-03-22,1,1,0,1,1,0,0,0,0,0,0,0
4178,Company 4178,2026-03-29,5,5,0,5,5,0,0,0,0,0,0,0
4178,Company 4178,2026-04-05,9,10,6,16,12,2,6,4,1,3,3,0
4237,Company 4237,2026-03-22,4,0,5,5,4,1,4,4,0,0,0,0
424,Company 424,2025-07-06,7,2,0,2,2,0,7,2,1,0,0,0
424,Company 424,2025-10-26,1,1,0,1,1,0,1,1,0,0,0,0
424,Company 424,2026-02-15,2,0,1,1,0,0,2,2,0,0,0,0
438,Company 438,2025-09-14,7,6,0,6,3,3,7,6,1,0,0,0
438,Company 438,2025-09-21,1,0,0,0,0,0,1,0,0,0,0,0
438,Company 438,2025-09-28,16,9,0,9,9,0,16,11,1,0,0,0
438,Company 438,2025-10-05,2,1,0,1,1,0,2,1,0,0,0,0
438,Company 438,2025-10-12,66,35,3,38,35,3,66,50,10,0,0,0
438,Company 438,2025-10-19,186,83,14,97,83,8,186,136,12,36,36,0
438,Company 438,2025-10-26,228,105,3,108,105,0,228,148,5,105,104,0
438,Company 438,2025-11-02,156,65,9,74,66,2,155,102,1,66,66,0
438,Company 438,2025-11-09,132,59,3,62,59,2,132,81,1,59,59,0
438,Company 438,2025-11-16,200,88,10,98,89,3,200,137,2,90,90,0
438,Company 438,2025-11-23,362,169,16,185,171,4,358,258,5,169,169,0
438,Company 438,2025-11-30,350,155,10,165,154,4,350,238,5,154,153,0
438,Company 438,2025-12-07,65,32,2,34,33,0,65,46,0,33,33,0
438,Company 438,2025-12-14,63,32,3,35,33,0,63,45,0,33,33,0
438,Company 438,2025-12-21,73,40,4,44,41,1,73,58,2,41,41,0
438,Company 438,2025-12-28,20,10,0,10,10,0,20,12,0,10,10,0
438,Company 438,2026-01-04,38,27,3,30,28,1,38,33,0,28,28,0
438,Company 438,2026-01-11,32,16,3,19,18,0,32,26,1,17,17,0
438,Company 438,2026-01-18,6,4,0,4,4,0,6,5,0,4,4,0
438,Company 438,2026-01-25,19,9,0,11,11,0,19,14,0,11,11,0
438,Company 438,2026-02-01,17,0,0,7,7,0,17,11,0,7,7,0
438,Company 438,2026-02-08,14,0,0,5,4,0,14,8,0,4,3,0
438,Company 438,2026-02-15,5,2,0,4,4,0,5,4,0,4,3,0
438,Company 438,2026-02-22,6,3,1,4,3,1,6,4,1,3,3,0
438,Company 438,2026-03-01,11,4,0,4,4,0,11,6,0,4,4,0
438,Company 438,2026-03-08,3,0,0,0,0,0,3,1,0,0,0,0
438,Company 438,2026-03-15,10,4,0,4,4,0,9,4,0,4,4,0
438,Company 438,2026-03-22,12,5,0,5,5,0,12,6,0,5,5,0
438,Company 438,2026-03-29,6,0,2,2,0,2,6,3,0,0,0,0
438,Company 438,2026-04-05,25,12,2,14,14,0,25,15,0,14,14,0
452,Company 452,2026-01-11,7,6,1,7,6,1,0,0,0,0,0,0
452,Company 452,2026-01-18,1,1,0,1,1,0,0,0,0,0,0,0
452,Company 452,2026-01-25,1,1,0,1,1,0,0,0,0,0,0,0
452,Company 452,2026-02-01,1,0,0,0,0,0,1,0,1,0,0,0
452,Company 452,2026-02-08,12,0,0,12,12,0,0,0,0,11,11,0
452,Company 452,2026-02-15,12,8,3,12,11,1,0,0,0,11,11,0
452,Company 452,2026-02-22,20,11,9,20,19,0,0,0,0,19,18,0
452,Company 452,2026-03-01,29,23,6,29,28,1,0,0,0,28,28,0
452,Company 452,2026-03-08,24,23,1,24,23,1,0,0,0,23,23,0
452,Company 452,2026-03-15,7,7,0,7,7,0,0,0,0,7,7,0
452,Company 452,2026-03-29,3,1,2,3,3,0,0,0,0,3,3,0
452,Company 452,2026-04-05,1,1,0,1,1,0,0,0,0,1,1,0
5,Company 5,2025-12-21,1,0,0,0,0,0,1,0,1,0,0,0
5,Company 5,2026-01-25,1,2,0,2,2,0,0,0,0,0,0,0
5,Company 5,2026-02-08,3,0,0,3,2,1,0,0,0,0,0,0
54,Company 54,2025-05-11,1393,0,0,1208,1157,28,1379,1259,107,0,0,0
54,Company 54,2025-05-18,1191,0,0,1027,990,26,1181,1064,107,0,0,0
54,Company 54,2025-05-25,1332,0,0,1152,1101,26,1329,1178,85,0,0,0
54,Company 54,2025-06-01,1435,0,0,1288,1237,30,1434,1329,74,0,0,0
54,Company 54,2025-06-08,1293,0,0,1075,1036,5,1283,1209,46,0,0,0
54,Company 54,2025-06-15,1160,0,0,967,935,7,1159,1099,35,0,0,0
54,Company 54,2025-06-22,1226,451,12,1032,1011,1,1227,1159,36,0,0,0
54,Company 54,2025-06-29,1336,1001,71,1072,1003,23,1333,1129,164,0,0,0
54,Company 54,2025-07-06,1285,1164,54,1218,1164,22,1283,1241,13,0,0,0
54,Company 54,2025-07-13,1212,1059,40,1099,1058,19,1209,1120,9,0,0,0
54,Company 54,2025-07-20,1273,1178,41,1219,1175,19,1270,1239,12,0,0,0
54,Company 54,2025-07-27,1022,939,30,969,937,17,1018,999,11,0,0,0
54,Company 54,2025-08-03,1219,1115,29,1144,1110,23,1217,1169,8,0,0,0
54,Company 54,2025-08-10,1215,1047,48,1095,1052,26,1211,1165,5,0,0,0
54,Company 54,2025-08-17,1391,1226,45,1271,1244,19,1388,1349,13,0,0,0
54,Company 54,2025-08-24,1249,1088,40,1128,1097,27,1243,1201,7,0,0,0
54,Company 54,2025-08-31,1540,1329,56,1385,1345,31,1538,1456,9,0,0,0
54,Company 54,2025-09-07,1438,1200,71,1271,1226,28,1436,1383,10,25,25,0
54,Company 54,2025-09-14,1625,1429,57,1486,1443,26,1615,1565,10,1385,1385,0
54,Company 54,2025-09-21,1504,1298,52,1350,1318,18,1501,1448,10,1301,1301,0
54,Company 54,2025-09-28,1662,1472,52,1524,1486,14,1657,1615,10,1480,1479,0
54,Company 54,2025-10-05,1699,1470,52,1522,1457,17,1698,1632,10,1432,1430,0
54,Company 54,2025-10-12,1822,1576,76,1652,1632,12,1820,1780,5,1614,1614,0
54,Company 54,2025-10-19,1653,1477,53,1530,1506,15,1650,1610,9,1488,1485,0
54,Company 54,2025-10-26,1662,1401,109,1510,1487,16,1659,1595,31,1454,1454,0
54,Company 54,2025-11-02,1975,1543,251,1794,1703,70,1964,1882,48,1696,1695,0
54,Company 54,2025-11-09,2662,2175,351,2526,2456,64,2649,2583,47,2428,2426,0
54,Company 54,2025-11-16,2835,2220,371,2591,2505,54,2829,2685,48,2492,2491,0
54,Company 54,2025-11-23,2552,2035,326,2361,2287,50,2546,2422,71,2272,2272,0
54,Company 54,2025-11-30,3389,2789,403,3192,3113,69,3375,3252,91,3099,3087,0
54,Company 54,2025-12-07,2436,2004,319,2323,2265,52,2421,2368,39,2258,2251,0
54,Company 54,2025-12-14,2475,2034,286,2320,2266,48,2468,2382,46,2248,2240,0
54,Company 54,2025-12-21,2240,1640,370,2010,1845,108,2235,2104,48,1831,1827,0
54,Company 54,2025-12-28,2552,1984,363,2347,2193,56,2547,2396,41,2184,2184,0
54,Company 54,2026-01-04,1206,971,133,1104,1065,38,1199,1126,59,1052,1051,0
54,Company 54,2026-01-11,1562,1173,210,1383,1307,72,1549,1427,105,1293,1288,0
54,Company 54,2026-01-18,1439,1162,170,1332,1275,55,1432,1363,47,1249,1248,0
54,Company 54,2026-01-25,1393,506,144,1288,1218,65,1392,1317,55,1200,1200,0
54,Company 54,2026-02-01,1313,0,0,1210,1157,40,1309,1237,45,1133,1133,0
54,Company 54,2026-02-08,1380,0,0,1274,1208,60,1372,1297,56,1185,1184,0
54,Company 54,2026-02-15,1489,941,317,1393,1323,50,1486,1418,34,1296,1295,0
54,Company 54,2026-02-22,1388,941,324,1265,1199,52,1387,1288,40,1182,1170,0
54,Company 54,2026-03-01,1193,822,289,1111,1043,64,1185,1137,25,1023,1023,0
54,Company 54,2026-03-08,1570,1101,377,1478,1347,113,1567,1507,43,1325,1324,0
54,Company 54,2026-03-15,1123,757,275,1032,960,68,1121,1057,45,946,946,0
54,Company 54,2026-03-22,1056,715,254,969,905,55,1051,983,53,896,895,0
54,Company 54,2026-03-29,1706,1232,345,1577,1516,52,1697,1611,63,1491,1490,0
54,Company 54,2026-04-05,1700,1258,357,1615,1552,55,1693,1636,43,1523,1523,0
54,Company 54,2026-04-12,26,17,7,24,23,1,26,24,1,23,23,0
692,Company 692,2025-06-29,572,271,24,295,271,5,302,236,46,0,0,0
692,Company 692,2025-07-06,509,324,16,340,321,7,459,334,32,0,0,0
692,Company 692,2025-07-13,621,353,38,391,353,3,621,389,0,0,0,0
692,Company 692,2025-07-20,858,546,22,568,546,0,859,577,0,0,0,0
692,Company 692,2025-07-27,677,430,35,465,430,6,676,479,29,0,0,0
692,Company 692,2025-08-03,685,477,46,523,475,18,683,553,48,0,0,0
692,Company 692,2025-08-10,737,490,31,521,489,11,737,546,58,0,0,0
692,Company 692,2025-08-17,1011,653,47,700,653,12,1003,744,73,0,0,0
692,Company 692,2025-08-24,883,576,58,634,574,25,880,664,84,0,0,0
692,Company 692,2025-08-31,970,614,58,672,615,22,970,695,95,0,0,0
692,Company 692,2025-09-07,861,379,34,413,380,12,855,607,78,0,0,0
692,Company 692,2025-09-14,641,390,34,424,394,26,637,513,31,0,0,0
692,Company 692,2025-09-21,670,345,51,396,353,28,662,476,57,0,0,0
692,Company 692,2025-09-28,652,340,49,389,349,23,652,460,62,0,0,0
692,Company 692,2025-10-05,690,362,47,409,383,10,687,511,61,0,0,0
692,Company 692,2025-10-12,544,300,31,331,310,8,543,417,40,0,0,0
692,Company 692,2025-10-19,667,354,39,393,368,12,665,499,48,0,0,0
692,Company 692,2025-10-26,830,434,37,471,439,12,828,587,91,0,0,0
692,Company 692,2025-11-02,817,401,61,462,413,21,813,572,99,0,0,0
692,Company 692,2025-11-09,513,292,24,316,297,12,516,388,41,0,0,0
692,Company 692,2025-11-16,601,316,39,355,324,11,597,416,31,0,0,0
692,Company 692,2025-11-23,709,345,48,393,350,25,706,491,61,0,0,0
692,Company 692,2025-11-30,641,383,33,416,384,19,639,476,66,0,0,0
692,Company 692,2025-12-07,641,345,38,383,354,11,640,462,50,0,0,0
692,Company 692,2025-12-14,629,340,43,383,357,14,629,457,75,0,0,0
692,Company 692,2025-12-21,596,330,37,367,341,13,594,447,43,0,0,0
692,Company 692,2025-12-28,470,291,13,304,291,7,469,354,41,0,0,0
692,Company 692,2026-01-04,526,329,17,346,334,6,526,377,51,0,0,0
692,Company 692,2026-01-11,712,406,19,425,406,14,711,489,114,0,0,0
692,Company 692,2026-01-18,775,426,35,461,427,19,774,519,100,0,0,0
692,Company 692,2026-01-25,837,277,22,532,509,18,837,607,91,0,0,0
692,Company 692,2026-02-01,1272,0,0,892,849,32,1269,971,110,0,0,0
692,Company 692,2026-02-08,878,0,0,560,531,21,877,622,108,0,0,0
692,Company 692,2026-02-15,620,299,30,394,361,22,620,435,64,0,0,0
692,Company 692,2026-02-22,297,155,17,172,155,10,297,203,20,0,0,0
692,Company 692,2026-03-01,368,227,31,258,230,24,368,292,24,0,0,0
692,Company 692,2026-03-08,359,215,19,234,216,17,359,269,41,0,0,0
692,Company 692,2026-03-15,334,187,19,206,189,13,334,232,43,0,0,0
692,Company 692,2026-03-22,388,224,24,248,227,16,387,275,47,0,0,0
692,Company 692,2026-03-29,369,164,15,179,167,5,369,200,20,0,0,0
692,Company 692,2026-04-05,468,163,20,183,163,0,468,212,0,0,0,0
692,Company 692,2026-04-12,7,2,0,2,2,0,6,2,0,0,0,0
